text,font_size,is_bold,is_italic,page,cap_ratio,line_length,word_count,x_pos_norm,y_pos_norm,relative_font_size,indentation,starts_with_number,ends_with_colon,all_caps,vertical_spacing_above,vertical_spacing_below,label
"home or at a public library), enter college or university with a knowledge of how to use",11.039999961853027,0,0,3,0.0,88,17,0.1471251693426394,0.4287229595762311,1.0,90.04060363769531,0,0,0,0.2760009765625,0.397430419921875,Body
"electronic resources that are still available and then, after graduation, continue to use these",11.039999961853027,0,0,3,0.0,95,14,0.1471251693426394,0.44478113964350535,1.0,90.04060363769531,0,0,0,0.397430419921875,0.2760009765625,Body
skills and resources at work or at home.,11.039999961853027,0,0,3,0.0,40,8,0.1471251693426394,0.46068599970653806,1.0,90.04060363769531,0,0,0,0.2760009765625,12.397918701171875,Body
We are moving into a period of convergence. With convergence we no longer have to license,11.039999961853027,0,0,3,0.02247191011235955,89,16,0.1471251693426394,0.4918963114420573,1.0,90.04060363769531,0,0,0,12.397918701171875,0.2760009765625,Body
commercial products as individual libraries or institutions. We can work together to spend our,11.039999961853027,0,0,3,0.010638297872340425,94,14,0.1471251693426394,0.50780117150509,1.0,90.04060363769531,0,0,0,0.2760009765625,0.2760009765625,Body
money wisely. The provincial government has made this possible by working hard to provide,11.039999961853027,0,0,3,0.011235955056179775,89,14,0.1471251693426394,0.5237060315681227,1.0,90.04060363769531,0,0,0,0.2760009765625,0.397430419921875,Body
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999961853027,0,0,3,0.021505376344086023,93,13,0.1471251693426394,0.5397642116353969,1.0,90.04060363769531,0,0,0,0.397430419921875,0.2760009765625,Body
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999961853027,0,0,3,0.0,93,15,0.1471251693426394,0.5556690716984296,1.0,90.04060363769531,0,0,0,0.2760009765625,0.397430419921875,Body
best to exploit communications technology. We can reduce barriers to access and create the,11.039999961853027,0,0,3,0.011111111111111112,90,14,0.1471251693426394,0.5717272517657039,1.0,90.04060363769531,0,0,0,0.397430419921875,0.2760009765625,Body
content infrastructure needed to support a knowledge society.,11.039999961853027,0,0,3,0.0,61,8,0.1471251693426394,0.5876321118287365,1.0,90.04060363769531,0,0,0,0.2760009765625,12.276458740234375,Body
The concept of an ODL is a key element in,11.039999961853027,0,0,3,0.0975609756097561,41,10,0.1471251693426394,0.6186890650277186,1.0,90.04060363769531,0,0,0,12.276458740234375,-12.320648193359375,Body
The Roadmap to Prosperity,11.039999961853027,0,1,3,0.12,25,4,0.47496990129059435,0.6186890650277186,1.0,290.68157958984375,0,0,0,-12.320648193359375,-12.320648193359375,Body
", a strategic plan to",11.039999961853027,0,0,3,0.0,21,5,0.6843871571659262,0.6186890650277186,1.0,418.8449401855469,0,0,0,-12.320648193359375,0.3974609375,Body
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999961853027,0,0,3,0.04597701149425287,87,13,0.14712519427530127,0.6347472836272885,1.0,90.04061889648438,0,0,0,0.3974609375,0.27593994140625,Body
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999961853027,0,0,3,0.06593406593406594,91,14,0.14712519427530127,0.6506521051580255,1.0,90.04061889648438,0,0,0,0.27593994140625,0.39739990234375,Body
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999961853027,0,0,3,0.04395604395604396,91,13,0.14712519427530127,0.6667102852252998,1.0,90.04061889648438,0,0,0,0.39739990234375,0.27593994140625,Body
"that and much more. The ODL will connect students to electronic information, and will also",11.039999961853027,0,0,3,0.044444444444444446,90,15,0.14712519427530127,0.682615106756037,1.0,90.04061889648438,0,0,0,0.27593994140625,0.27593994140625,Body
leverage this investment to help connect all citizens to the electronic information they need as,11.039999961853027,0,0,3,0.0,96,15,0.14712519427530127,0.698519928286774,1.0,90.04061889648438,0,0,0,0.27593994140625,0.3974609375,Body
"they make decisions, solve problems and enhance their quality of life.",11.039999961853027,0,0,3,0.0,70,11,0.14712519427530127,0.7145781854186395,1.0,90.04061889648438,0,0,0,0.3974609375,13.00506591796875,Body
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999961853027,0,0,3,0.05555555555555555,90,16,0.14712519427530127,0.7465551357076625,1.0,90.04061889648438,0,0,0,13.00506591796875,0.27593994140625,Body
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999961853027,0,0,3,0.0,94,16,0.14712519427530127,0.7624599572383997,1.0,90.04061889648438,0,0,0,0.27593994140625,0.39739990234375,Body
rooms.,11.039999961853027,0,0,3,0.0,6,1,0.14712519427530127,0.7785181373056739,1.0,90.04061889648438,0,0,0,0.39739990234375,12.88360595703125,Body
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.039999961853027,0,0,3,0.010416666666666666,96,14,0.14712519427530127,0.8103417290581597,1.0,90.04061889648438,0,0,0,12.88360595703125,0.3974609375,Body
and of learning from others. The ODL is a very practical solution to various problems.,11.039999961853027,0,0,3,0.046511627906976744,86,15,0.14712519427530127,0.8263999861900253,1.0,90.04061889648438,0,0,0,0.3974609375,13.00506591796875,Body
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.039999961853027,0,0,3,0.054945054945054944,91,14,0.14712519427530127,0.8583769364790483,1.0,90.04061889648438,0,0,0,13.00506591796875,0.27593994140625,Body
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.039999961853027,0,0,3,0.011111111111111112,90,13,0.14712519427530127,0.8742817580097854,1.0,90.04061889648438,0,0,0,0.27593994140625,0.2760009765625,Body
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.039999961853027,0,0,3,0.0851063829787234,94,14,0.14712519427530127,0.8901866566051136,1.0,90.04061889648438,0,0,0,0.2760009765625,13.63134765625,Body
3,9.0,0,1,3,0.0,1,1,0.8441840277777778,0.9229543666646938,0.8152173941212025,516.640625,1,0,0,13.63134765625,-12.25799560546875,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,3,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.6847826058787975,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,3,0.1,10,2,0.48481251835043915,0.9268159192017834,0.6847826058787975,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999961853027,0,0,4,0.033707865168539325,89,12,0.1471124162860945,0.09106123567831637,1.0,90.03279876708984,0,0,0,0.0,0.2759857177734375,Body
with its members to promote universal access to materials and resources in more than 250,11.039999961853027,0,0,4,0.0,88,15,0.14711231655544704,0.10696605720905343,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.3974456787109375,Body
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999961853027,0,0,4,0.07954545454545454,88,11,0.14711231655544704,0.12302423727632773,1.0,90.0327377319336,0,0,0,0.3974456787109375,0.2759857177734375,Body
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999961853027,0,0,4,0.011764705882352941,85,13,0.14711231655544704,0.1389290588070648,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.3974456787109375,Body
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999961853027,0,0,4,0.10112359550561797,89,13,0.14711231655544704,0.1549872388743391,1.0,90.0327377319336,0,0,0,0.3974456787109375,0.2759857177734375,Body
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999961853027,0,0,4,0.03333333333333333,90,13,0.14711231655544704,0.17089206040507615,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.2759857177734375,Body
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999961853027,0,0,4,0.010526315789473684,95,17,0.14711231655544704,0.1867968819358132,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.3974456787109375,Body
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999961853027,0,0,4,0.060240963855421686,83,12,0.14711231655544704,0.2028550620030875,1.0,90.0327377319336,0,0,0,0.3974456787109375,0.2759857177734375,Body
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999961853027,0,0,4,0.03409090909090909,88,14,0.14711231655544704,0.21875988353382458,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.3974456787109375,Body
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999961853027,0,0,4,0.06741573033707865,89,13,0.14711231655544704,0.2348180636010989,1.0,90.0327377319336,1,0,0,0.3974456787109375,0.2759857177734375,Body
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999961853027,0,0,4,0.06666666666666667,90,15,0.14711231655544704,0.25072288513183594,1.0,90.0327377319336,0,0,0,0.2759857177734375,0.2759857177734375,Body
TAL.,11.039999961853027,0,0,4,0.75,4,1,0.14711231655544704,0.266627706662573,1.0,90.0327377319336,0,0,1,0.2759857177734375,13.005111694335938,Body
The ODL will be a partnership-based organization providing seamless electronic information,11.039999961853027,0,0,4,0.044444444444444446,90,11,0.14711231655544704,0.29860465695159605,1.0,90.0327377319336,0,0,0,13.005111694335938,0.3974456787109375,Body
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999961853027,0,0,4,0.019801980198019802,101,18,0.14711231655544704,0.3146628370188703,1.0,90.0327377319336,0,0,0,0.3974456787109375,0.275970458984375,Body
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999961853027,0,0,4,0.04597701149425287,87,13,0.14711231655544704,0.3305676392834596,1.0,90.0327377319336,0,0,0,0.275970458984375,0.397430419921875,Body
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999961853027,0,0,4,0.043478260869565216,92,12,0.14711231655544704,0.3466258193507339,1.0,90.0327377319336,0,0,0,0.397430419921875,0.2760009765625,Body
"envisions a digital network of information resources, allowing members to collaborate when",11.039999961853027,0,0,4,0.0,90,12,0.14711231655544704,0.3625306794137666,1.0,90.0327377319336,0,0,0,0.2760009765625,0.2760009765625,Body
there is mutual benefit and to support the common mandates of local libraries.,11.039999961853027,0,0,4,0.0,78,13,0.14711231655544704,0.37843553947679925,1.0,90.0327377319336,0,0,0,0.2760009765625,12.397918701171875,Body
The principles which will define and guide the ODL are:,11.039999961853027,0,0,4,0.07272727272727272,55,10,0.14711231655544704,0.4096458512123185,1.0,90.0327377319336,0,1,0,12.397918701171875,12.276458740234375,Body
Equitable access for all Ontarians:,11.039999961853027,1,1,4,0.05714285714285714,35,5,0.14711231655544704,0.4407028044113005,1.0,90.0327377319336,0,1,0,12.276458740234375,12.397918701171875,Body
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999961853027,0,0,4,0.011627906976744186,86,12,0.1765162399391723,0.47191311614681974,1.0,108.02793884277344,0,0,0,12.397918701171875,0.2760009765625,Body
Ontario citizens,11.039999961853027,0,0,4,0.0625,16,2,0.1765162399391723,0.48781797620985246,1.0,108.02793884277344,0,0,0,0.2760009765625,12.276458740234375,Body
We will eliminate barriers to the access to information and create more consistent,11.039999961853027,0,0,4,0.012195121951219513,82,13,0.1765162399391723,0.5188749294088344,1.0,108.02793884277344,0,0,0,12.276458740234375,0.397430419921875,Body
services for library clients.,11.039999961853027,0,0,4,0.0,29,4,0.1765162399391723,0.5349331094761087,1.0,108.02793884277344,0,0,0,0.397430419921875,12.276458740234375,Body
Shared decision-making and accountability:,11.039999961853027,1,1,4,0.023809523809523808,42,4,0.14711231655544704,0.5659900626750908,1.0,90.0327377319336,0,1,0,12.276458740234375,12.397918701171875,Body
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999961853027,0,0,4,0.04878048780487805,82,11,0.1765162399391723,0.59720037441061,1.0,108.02793884277344,0,0,0,12.397918701171875,0.2760009765625,Body
licenses and services,11.039999961853027,0,0,4,0.0,21,3,0.1765162399391723,0.6131052344736426,1.0,108.02793884277344,0,0,0,0.2760009765625,12.276458740234375,Body
We will balance the interests and realities of small and large as well as rich and poor,11.039999961853027,0,0,4,0.011494252873563218,87,17,0.1765162399391723,0.6441621876726247,1.0,108.02793884277344,0,0,0,12.276458740234375,0.39739990234375,Body
communities and institutions.,11.039999961853027,0,0,4,0.0,29,3,0.1765162399391723,0.660220367739899,1.0,108.02793884277344,0,0,0,0.39739990234375,12.27642822265625,Body
Shared governance structure:,11.039999961853027,1,1,4,0.03571428571428571,28,3,0.14711231655544704,0.691277320938881,1.0,90.0327377319336,0,1,0,12.27642822265625,12.39788818359375,Body
We will share decision-making in order to enable the people we serve.,11.039999961853027,0,0,4,0.014492753623188406,69,12,0.1765162399391723,0.7224876326744003,1.0,108.02793884277344,0,0,0,12.39788818359375,12.2764892578125,Body
We will work based on an underlying assumption of trust and synergy.,11.039999961853027,0,0,4,0.014705882352941176,68,12,0.1765162399391723,0.7535446629379735,1.0,108.02793884277344,0,0,0,12.2764892578125,12.27642822265625,Body
Shared funding:,11.039999961853027,1,1,4,0.06666666666666667,15,2,0.14711231655544704,0.7846016161369554,1.0,90.0327377319336,0,1,0,12.27642822265625,12.39788818359375,Body
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999961853027,0,0,4,0.01098901098901099,91,13,0.1765162399391723,0.8158119278724747,1.0,108.02793884277344,0,0,0,12.39788818359375,0.27593994140625,Body
and put Ontario dollars to work for everyone,11.039999961853027,0,0,4,0.022727272727272728,44,8,0.1765162399391723,0.8317167494032118,1.0,108.02793884277344,0,0,0,0.27593994140625,-12.3206787109375,Body
.,11.039999961853027,1,1,4,0.0,1,1,0.5084739136540033,0.8317167494032118,1.0,311.18603515625,0,0,0,-12.3206787109375,12.39788818359375,Body
We will be willing to pool talents and dollars in order to provide common services that are,11.039999961853027,0,0,4,0.01098901098901099,91,17,0.17651626487183414,0.8629270611387311,1.0,108.0279541015625,0,0,0,12.39788818359375,0.27593994140625,Body
truly greater than those that can be maintained by individual institutions.,11.039999961853027,0,0,4,0.0,75,11,0.17651626487183414,0.8788318826694681,1.0,108.0279541015625,0,0,0,0.27593994140625,22.62432861328125,Body
4,9.0,0,1,4,0.0,1,1,0.8441840277777778,0.9229543666646938,0.8152173941212025,516.640625,1,0,0,22.62432861328125,-12.25799560546875,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,4,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.6847826058787975,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,4,0.1,10,2,0.48481251835043915,0.9268159192017834,0.6847826058787975,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
Local points of entry:,11.039999961853027,1,1,5,0.045454545454545456,22,4,0.14705833734250537,0.09104720992271347,1.0,89.99970245361328,0,1,0,0.0,13.005111694335938,Body
"We will provide the licenses, infrastructure, services and support that enable local",11.039999961853027,0,0,5,0.011904761904761904,84,12,0.18627559437471278,0.12302423727632773,1.0,114.00066375732422,0,0,0,13.005111694335938,0.2759857177734375,Body
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.039999961853027,0,0,5,0.03409090909090909,88,13,0.18627559437471278,0.1389290588070648,1.0,114.00066375732422,0,0,0,0.2759857177734375,0.3974456787109375,Body
"providing the underpinning, not overshadowing.",11.039999961853027,0,0,5,0.0,46,5,0.18627559437471278,0.1549872388743391,1.0,114.00066375732422,0,0,0,0.3974456787109375,12.883712768554688,Body
Services envisioned for the ODL’s include:,11.039999961853027,0,0,5,0.09523809523809523,42,6,0.14705833734250537,0.18681090769141612,1.0,89.99970245361328,0,1,0,12.883712768554688,13.005111694335938,Body
Access:,11.039999961853027,1,1,5,0.14285714285714285,7,1,0.14705833734250537,0.21878785798043915,1.0,89.99970245361328,0,1,0,13.005111694335938,0.3974456787109375,Body
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999961853027,0,0,5,0.015151515151515152,66,9,0.17646226072623059,0.23484603804771345,1.0,107.99490356445312,0,0,0,0.3974456787109375,0.2759857177734375,Body
to credible web sites and electronic resources,11.039999961853027,0,0,5,0.0,46,7,0.17646226072623059,0.2507508595784505,1.0,107.99490356445312,0,0,0,0.2759857177734375,0.2759857177734375,Body
to digital government information,11.039999961853027,0,0,5,0.0,33,4,0.17646226072623059,0.2666556811091876,1.0,107.99490356445312,0,0,0,0.2759857177734375,0.3974456787109375,Body
to local digital collections,11.039999961853027,0,0,5,0.0,28,4,0.17646226072623059,0.2827138611764619,1.0,107.99490356445312,0,0,0,0.3974456787109375,13.005111694335938,Body
Guidance and Advice:,11.039999961853027,1,1,5,0.1,20,3,0.14705833734250537,0.31469096559466736,1.0,89.99970245361328,0,1,0,13.005111694335938,0.275970458984375,Body
to support e-learning,11.039999961853027,0,0,5,0.0,21,3,0.17646226072623059,0.33059576785925665,1.0,107.99490356445312,0,0,0,0.275970458984375,0.397430419921875,Body
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,0,0,5,0.0,74,12,0.17646226072623059,0.3466539479265309,1.0,107.99490356445312,0,0,0,0.397430419921875,0.2760009765625,Body
to assist citizens as they use web-links,11.039999961853027,0,0,5,0.0,40,7,0.17646226072623059,0.3625588079895636,1.0,107.99490356445312,0,0,0,0.2760009765625,0.2760009765625,Body
Training:,11.039999961853027,1,1,5,0.1111111111111111,9,1,0.14705833734250537,0.3784636680525963,1.0,89.99970245361328,0,1,0,0.2760009765625,0.397430419921875,Body
for library workers,11.039999961853027,0,0,5,0.0,19,3,0.17646226072623059,0.39452184811987057,1.0,107.99490356445312,0,0,0,0.397430419921875,0.2760009765625,Body
for the general public,11.039999961853027,0,0,5,0.0,22,4,0.17646226072623059,0.4104267081829033,1.0,107.99490356445312,0,0,0,0.2760009765625,13.005096435546875,Body
Provincial Purchasing & Licensing:,11.039999961853027,1,1,5,0.08823529411764706,34,4,0.14705833734250537,0.4424036584719263,1.0,89.99970245361328,0,1,0,13.005096435546875,0.2760009765625,Body
of electronic content on a consortia basis for all member libraries,11.039999961853027,0,0,5,0.0,67,11,0.17646226072623059,0.45830851853495896,1.0,107.99490356445312,0,0,0,0.2760009765625,13.005096435546875,Body
Technological Support:,11.039999961853027,1,1,5,0.09090909090909091,22,2,0.14705833734250537,0.490285468823982,1.0,89.99970245361328,0,1,0,13.005096435546875,0.397430419921875,Body
of common standards for the preservation and archiving local digital content,11.039999961853027,0,0,5,0.0,76,11,0.17646226072623059,0.5063436488912563,1.0,107.99490356445312,0,0,0,0.397430419921875,0.2760009765625,Body
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,0,0,5,0.037037037037037035,81,15,0.17646226072623059,0.522248508954289,1.0,107.99490356445312,0,0,0,0.2760009765625,0.275970458984375,Body
library web sites,11.039999961853027,0,0,5,0.0,17,3,0.17646226072623059,0.538153330485026,1.0,107.99490356445312,0,0,0,0.275970458984375,27.64410400390625,Body
What could the ODL really mean?,11.039999961853027,0,0,5,0.12903225806451613,31,6,0.1470583498088363,0.5886139147209398,1.0,89.99971008300781,0,0,0,27.64410400390625,12.033599853515625,Body
For each Ontario citizen it could mean:,11.039999961853027,1,0,5,0.05128205128205128,39,7,0.14705832487617443,0.6234484971171678,1.0,89.99969482421875,0,1,0,12.033599853515625,0.51885986328125,Body
One local point of entry to access seamless electronic library services and,11.039999961853027,0,0,5,0.013333333333333334,75,12,0.26471007104013483,0.6396599971886837,1.0,162.0025634765625,0,0,0,0.51885986328125,0.2760009765625,Body
"resources for their personal, educational and professional needs;",11.039999961853027,0,0,5,0.0,65,8,0.26471007104013483,0.655564895784012,1.0,162.0025634765625,0,0,0,0.2760009765625,0.3973388671875,Body
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,0,0,5,0.012345679012345678,81,9,0.26471007104013483,0.6716229987866951,1.0,162.0025634765625,0,0,0,0.3973388671875,0.27593994140625,Body
"community, school, or academic library;",11.039999961853027,0,0,5,0.0,39,5,0.26471007104013483,0.6875278203174321,1.0,162.0025634765625,0,0,0,0.27593994140625,0.27587890625,Body
Confidence that the electronic services and sources they – and their children,11.039999961853027,0,0,5,0.012987012987012988,77,12,0.26471012090545853,0.7034326418481692,1.0,162.00259399414062,0,0,0,0.27587890625,0.39739990234375,Body
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,0,0,5,0.0,68,13,0.26471012090545853,0.7194908219154434,1.0,162.00259399414062,0,0,0,0.39739990234375,0.27593994140625,Body
perspectives;,11.039999961853027,0,0,5,0.0,13,1,0.26471012090545853,0.7353957205107717,1.0,162.00259399414062,0,0,0,0.27593994140625,0.39739990234375,Body
Electronic information and tools that enhance job skills and the learning,11.039999961853027,0,0,5,0.0136986301369863,73,11,0.26471012090545853,0.7514539005780461,1.0,162.00259399414062,0,0,0,0.39739990234375,0.27593994140625,Body
experience,11.039999961853027,0,0,5,0.0,10,1,0.26471009597279666,0.7673587991733744,1.0,162.00257873535156,0,0,0,0.27593994140625,12.155029296875,Body
For each Ontario student it could mean:,11.039999961853027,1,0,5,0.05128205128205128,39,7,0.14705833734250537,0.7982624709004104,1.0,89.99970245361328,0,1,0,12.155029296875,0.518798828125,Body
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,0,0,5,0.012987012987012988,77,11,0.26471009597279666,0.8144739324396307,1.0,162.00257873535156,0,0,0,0.518798828125,0.2760009765625,Body
resources and services,11.039999961853027,0,0,5,0.0,22,3,0.26471009597279666,0.830378831034959,1.0,162.00257873535156,0,0,0,0.2760009765625,0.39739990234375,Body
"Connection to their individual educational environment, whether at the",11.039999961853027,0,0,5,0.014285714285714285,70,9,0.26471009597279666,0.8464370111022332,1.0,162.00257873535156,0,0,0,0.39739990234375,0.27593994140625,Body
"elementary, secondary or post-secondary levels",11.039999961853027,0,0,5,0.0,46,5,0.26471009597279666,0.8623418326329704,1.0,162.00257873535156,0,0,0,0.27593994140625,35.6844482421875,Body
5,9.0,0,1,5,0.0,1,1,0.8441840277777778,0.9229543666646938,0.8152173941212025,516.640625,1,0,0,35.6844482421875,-12.25799560546875,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,5,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.6847826058787975,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,5,0.1,10,2,0.48481251835043915,0.9268159192017834,0.6847826058787975,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
"Confidence that the services and resources people are using are credible,",11.039999961853027,0,0,6,0.0136986301369863,73,11,0.26477157991696026,0.09117274814181858,1.0,162.0402069091797,0,0,0,0.0,0.2759857177734375,Body
available when they need them and adaptable to different learning styles,11.039999961853027,0,0,6,0.0,72,11,0.26477157991696026,0.10707756967255563,1.0,162.0402069091797,0,0,0,0.2759857177734375,12.883712768554688,Body
For each Ontario library it could mean:,11.039999961853027,1,0,6,0.05128205128205128,39,7,0.14711982128666898,0.13890123848963265,1.0,90.0373306274414,0,1,0,12.883712768554688,0.5189056396484375,Body
One point of entry for themselves and their clientele to quality electronic,11.039999961853027,0,0,6,0.013333333333333334,75,12,0.26477157991696026,0.1551127770934442,1.0,162.0402069091797,0,0,0,0.5189056396484375,0.2759857177734375,Body
"resources and services that support and enhance their collections, programs",11.039999961853027,0,0,6,0.0,75,10,0.26477157991696026,0.17101759862418126,1.0,162.0402069091797,0,0,0,0.2759857177734375,0.2759857177734375,Body
and services,11.039999961853027,0,0,6,0.0,12,2,0.26477157991696026,0.18692242015491833,1.0,162.0402069091797,0,0,0,0.2759857177734375,0.3974456787109375,Body
"The opportunity to show case their local community, collections, services, and",11.039999961853027,0,0,6,0.01282051282051282,78,11,0.26477157991696026,0.20298060022219264,1.0,162.0402069091797,0,0,0,0.3974456787109375,0.2759246826171875,Body
expertise,11.039999961853027,0,0,6,0.0,9,1,0.26477157991696026,0.21888534468833845,1.0,162.0402069091797,0,0,0,0.2759246826171875,0.3973846435546875,Body
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999961853027,0,0,6,0.012658227848101266,79,11,0.26477157991696026,0.23494352475561278,1.0,162.0402069091797,0,0,0,0.3973846435546875,0.2759857177734375,Body
to provide a seamless gateway to digital resources and services,11.039999961853027,0,0,6,0.0,63,10,0.26477157991696026,0.25084834628634983,1.0,162.0402069091797,0,0,0,0.2759857177734375,12.883712768554688,Body
For the Ontario government it could mean:,11.039999961853027,1,0,6,0.04878048780487805,41,7,0.1471197963540071,0.2826721692326093,1.0,90.03731536865234,0,1,0,12.883712768554688,0.3974456787109375,Body
A,11.039999961853027,0,1,6,1.0,1,1,0.26477157991696026,0.2987303492998836,1.0,162.0402069091797,0,0,0,0.3974456787109375,-12.320632934570312,Body
"point of entry to information services and resources for all Ontario citizens,",11.039999961853027,0,0,6,0.01282051282051282,78,12,0.2763347251742494,0.2987303492998836,1.0,169.11685180664062,0,0,0,-12.320632934570312,0.3974456787109375,Body
connecting to portal initiatives,11.039999961853027,0,0,6,0.0,32,4,0.26477157991696026,0.3147885293671579,1.0,162.0402069091797,0,0,0,0.3974456787109375,-12.320632934570312,Body
.,11.039999961853027,0,1,6,0.0,1,1,0.487519806506587,0.3147885293671579,1.0,298.36212158203125,0,0,0,-12.320632934570312,0.275970458984375,Body
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999961853027,0,0,6,0.05405405405405406,74,10,0.26477157991696026,0.33069333163174713,1.0,162.0402069091797,0,0,0,0.275970458984375,0.397430419921875,Body
library initiative that positions Ontario on the global e-learning scene,11.039999961853027,0,0,6,0.013888888888888888,72,10,0.26477157991696026,0.34675151169902146,1.0,162.0402069091797,0,0,0,0.397430419921875,0.2760009765625,Body
Improved access and flexibility for all students at all ages and stages,11.039999961853027,0,0,6,0.014084507042253521,71,12,0.26477157991696026,0.3626563717620541,1.0,162.0402069091797,0,0,0,0.2760009765625,0.2760009765625,Body
(supports Ontario’s lifelong learning strategy),11.039999961853027,0,0,6,0.02127659574468085,47,5,0.26477157991696026,0.37856123182508683,1.0,162.0402069091797,0,0,0,0.2760009765625,0.397430419921875,Body
The opportunity to address emerging job skills shortages and facilitate school,11.039999961853027,0,0,6,0.01282051282051282,78,11,0.26477157991696026,0.3946194118923611,1.0,162.0402069091797,0,0,0,0.397430419921875,0.2760009765625,Body
to work and job to job transitions with the necessary information and,11.039999961853027,0,0,6,0.0,69,12,0.26477157991696026,0.41052427195539376,1.0,162.0402069091797,0,0,0,0.2760009765625,0.397430419921875,Body
knowledge supports and tools,11.039999961853027,0,0,6,0.0,28,4,0.26477157991696026,0.4265824520226681,1.0,162.0402069091797,0,0,0,0.397430419921875,12.883636474609375,Body
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999961853027,0,0,6,0.05434782608695652,92,14,0.14711982128666898,0.45840604377515387,1.0,90.0373306274414,0,0,0,12.883636474609375,0.39739990234375,Body
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999961853027,0,0,6,0.03409090909090909,88,13,0.1471378476011987,0.4744642238424282,1.0,90.0483627319336,0,0,0,0.39739990234375,0.2760009765625,Body
envision a governance model similar to that prepared for the province’s ORION network.,11.039999961853027,0,0,6,0.05813953488372093,86,13,0.1471378476011987,0.49036908390546086,1.0,90.0483627319336,0,0,0,0.2760009765625,12.397918701171875,Body
"More information regarding the envisioned phasing, funding and resources required for the",11.039999961853027,0,0,6,0.011235955056179775,89,12,0.1471378476011987,0.5215793956409801,1.0,90.0483627319336,0,0,0,12.397918701171875,0.2760009765625,Body
ODL can be found in the appendixes.,11.039999961853027,0,0,6,0.08571428571428572,35,7,0.1471378476011987,0.5374842557040128,1.0,90.0483627319336,0,0,0,0.2760009765625,21.11181640625,Body
The Business Plan to be Developed,12.0,0,0,6,0.12121212121212122,33,6,0.15692909091126686,0.5796969635318024,1.0869565254949367,96.04060363769531,0,0,0,21.11181640625,27.5806884765625,Body
